clean,corrupted,correct_idx,template_label
The shift lasted from the year 1546 to the year 15,The shift lasted from the year 1501 to the year 15,46,4
The existence lasted from the year 1668 to the year 16,The existence lasted from the year 1601 to the year 16,68,6
The employment lasted from the year 1491 to the year 14,The employment lasted from the year 1401 to the year 14,91,9
The practice lasted from the year 1295 to the year 12,The practice lasted from the year 1201 to the year 12,95,9
The attack lasted from the year 1752 to the year 17,The attack lasted from the year 1701 to the year 17,52,5
The trial lasted from the year 1544 to the year 15,The trial lasted from the year 1501 to the year 15,44,4
The development lasted from the year 1329 to the year 13,The development lasted from the year 1301 to the year 13,29,2
The campaign lasted from the year 1766 to the year 17,The campaign lasted from the year 1701 to the year 17,66,6
The project lasted from the year 1656 to the year 16,The project lasted from the year 1601 to the year 16,56,5
The study lasted from the year 1313 to the year 13,The study lasted from the year 1301 to the year 13,13,1
The process lasted from the year 1678 to the year 16,The process lasted from the year 1601 to the year 16,78,7
The impact lasted from the year 1160 to the year 11,The impact lasted from the year 1101 to the year 11,60,6
The case lasted from the year 1348 to the year 13,The case lasted from the year 1301 to the year 13,48,4
The plan lasted from the year 1254 to the year 12,The plan lasted from the year 1201 to the year 12,54,5
The testing lasted from the year 1186 to the year 11,The testing lasted from the year 1101 to the year 11,86,8
The order lasted from the year 1424 to the year 14,The order lasted from the year 1401 to the year 14,24,2
The work lasted from the year 1391 to the year 13,The work lasted from the year 1301 to the year 13,91,9
The growth lasted from the year 1511 to the year 15,The growth lasted from the year 1501 to the year 15,11,1
The effect lasted from the year 1611 to the year 16,The effect lasted from the year 1601 to the year 16,11,1
The rise lasted from the year 1763 to the year 17,The rise lasted from the year 1701 to the year 17,63,6
The study lasted from the year 1779 to the year 17,The study lasted from the year 1701 to the year 17,79,7
The trial lasted from the year 1790 to the year 17,The trial lasted from the year 1701 to the year 17,90,9
The rise lasted from the year 1265 to the year 12,The rise lasted from the year 1201 to the year 12,65,6
The tests lasted from the year 1279 to the year 12,The tests lasted from the year 1201 to the year 12,79,7
The operation lasted from the year 1777 to the year 17,The operation lasted from the year 1701 to the year 17,77,7
The testing lasted from the year 1425 to the year 14,The testing lasted from the year 1401 to the year 14,25,2
The quest lasted from the year 1254 to the year 12,The quest lasted from the year 1201 to the year 12,54,5
The campaign lasted from the year 1225 to the year 12,The campaign lasted from the year 1201 to the year 12,25,2
The campaign lasted from the year 1527 to the year 15,The campaign lasted from the year 1501 to the year 15,27,2
The work lasted from the year 1239 to the year 12,The work lasted from the year 1201 to the year 12,39,3
The testing lasted from the year 1486 to the year 14,The testing lasted from the year 1401 to the year 14,86,8
The practice lasted from the year 1664 to the year 16,The practice lasted from the year 1601 to the year 16,64,6
The marriage lasted from the year 1252 to the year 12,The marriage lasted from the year 1201 to the year 12,52,5
The deal lasted from the year 1575 to the year 15,The deal lasted from the year 1501 to the year 15,75,7
The trip lasted from the year 1377 to the year 13,The trip lasted from the year 1301 to the year 13,77,7
The fall lasted from the year 1269 to the year 12,The fall lasted from the year 1201 to the year 12,69,6
The contract lasted from the year 1262 to the year 12,The contract lasted from the year 1201 to the year 12,62,6
The rise lasted from the year 1175 to the year 11,The rise lasted from the year 1101 to the year 11,75,7
The effect lasted from the year 1249 to the year 12,The effect lasted from the year 1201 to the year 12,49,4
The riot lasted from the year 1639 to the year 16,The riot lasted from the year 1601 to the year 16,39,3
The operation lasted from the year 1671 to the year 16,The operation lasted from the year 1601 to the year 16,71,7
The attack lasted from the year 1679 to the year 16,The attack lasted from the year 1601 to the year 16,79,7
The impact lasted from the year 1513 to the year 15,The impact lasted from the year 1501 to the year 15,13,1
The contract lasted from the year 1450 to the year 14,The contract lasted from the year 1401 to the year 14,50,5
The plan lasted from the year 1351 to the year 13,The plan lasted from the year 1301 to the year 13,51,5
The order lasted from the year 1781 to the year 17,The order lasted from the year 1701 to the year 17,81,8
The marriage lasted from the year 1389 to the year 13,The marriage lasted from the year 1301 to the year 13,89,8
The testing lasted from the year 1206 to the year 12,The testing lasted from the year 1201 to the year 12,6,0
The rise lasted from the year 1579 to the year 15,The rise lasted from the year 1501 to the year 15,79,7
The quest lasted from the year 1426 to the year 14,The quest lasted from the year 1401 to the year 14,26,2
The trial lasted from the year 1289 to the year 12,The trial lasted from the year 1201 to the year 12,89,8
The work lasted from the year 1170 to the year 11,The work lasted from the year 1101 to the year 11,70,7
The trial lasted from the year 1130 to the year 11,The trial lasted from the year 1101 to the year 11,30,3
The development lasted from the year 1295 to the year 12,The development lasted from the year 1201 to the year 12,95,9
The project lasted from the year 1112 to the year 11,The project lasted from the year 1101 to the year 11,12,1
The quest lasted from the year 1566 to the year 15,The quest lasted from the year 1501 to the year 15,66,6
The study lasted from the year 1403 to the year 14,The study lasted from the year 1401 to the year 14,3,0
The deal lasted from the year 1659 to the year 16,The deal lasted from the year 1601 to the year 16,59,5
The tests lasted from the year 1606 to the year 16,The tests lasted from the year 1601 to the year 16,6,0
The testing lasted from the year 1646 to the year 16,The testing lasted from the year 1601 to the year 16,46,4
The contact lasted from the year 1639 to the year 16,The contact lasted from the year 1601 to the year 16,39,3
The work lasted from the year 1794 to the year 17,The work lasted from the year 1701 to the year 17,94,9
The practice lasted from the year 1795 to the year 17,The practice lasted from the year 1701 to the year 17,95,9
The order lasted from the year 1631 to the year 16,The order lasted from the year 1601 to the year 16,31,3
The growth lasted from the year 1676 to the year 16,The growth lasted from the year 1601 to the year 16,76,7
The tests lasted from the year 1231 to the year 12,The tests lasted from the year 1201 to the year 12,31,3
The contract lasted from the year 1666 to the year 16,The contract lasted from the year 1601 to the year 16,66,6
The order lasted from the year 1515 to the year 15,The order lasted from the year 1501 to the year 15,15,1
The growth lasted from the year 1740 to the year 17,The growth lasted from the year 1701 to the year 17,40,4
The operation lasted from the year 1561 to the year 15,The operation lasted from the year 1501 to the year 15,61,6
The shift lasted from the year 1743 to the year 17,The shift lasted from the year 1701 to the year 17,43,4
The tests lasted from the year 1674 to the year 16,The tests lasted from the year 1601 to the year 16,74,7
The fall lasted from the year 1380 to the year 13,The fall lasted from the year 1301 to the year 13,80,8
The study lasted from the year 1560 to the year 15,The study lasted from the year 1501 to the year 15,60,6
The practice lasted from the year 1653 to the year 16,The practice lasted from the year 1601 to the year 16,53,5
The practice lasted from the year 1169 to the year 11,The practice lasted from the year 1101 to the year 11,69,6
The work lasted from the year 1453 to the year 14,The work lasted from the year 1401 to the year 14,53,5
