clean,corrupted,correct_answer,correct_idx,incorrect_answer,incorrect_idx,template_idx,template_text,template_label,variant_idx,quote_style
"def convert_to_set(segment):
    begin, end = segment.split('-","def convert_to_set(segment):
    begin, end = segment.split(""-",'),956,""")",1644,15,"def [FUNC_NAME]([ARG_VAR]):
    [LEFT_VAR], [RIGHT_VAR] = [ARG_VAR].split('-",string_split_s,28,single
"if degree not in range(3, stages-1):
    print(""Degree should be in the range [3, stages-1]","if degree not in range(3, stages-1):
    print('Degree should be in the range [3, stages-1]",""")",1644,'),956,8,"if degree not in range(3, [LIMIT_VAR]-1):
    print('Degree should be in the range [3, [LIMIT_VAR]-1]",if_clause_2_d,38,double
  print('Cost from source.,"  print(""Cost from source.",'),956,""")",1644,1,  print('[PRINT_TEXT],print_stmt_1_s,11,single
"print(""Result Question 1.",print('Result Question 1.,""")",1644,'),956,3,print('[QUESTION_TEXT],print_stmt_3_d,10,double
"if parse_failed:
    print('There is no topological sort, the graph has a cycle","if parse_failed:
    print(""There is no topological sort, the graph has a cycle",'),956,""")",1644,0,"if [COND]:
    print('There is no topological sort, the graph has a cycle",if_clause_1_s,23,single
"              print(""no more frozen workers",              print('no more frozen workers,""")",1644,'),956,12,              print('[STATUS_TEXT],print_stmt_4_d,19,double
"if degree not in range(3, total-1):
    print('Degree should be in the range [3, total-1]","if degree not in range(3, total-1):
    print(""Degree should be in the range [3, total-1]",'),956,""")",1644,8,"if degree not in range(3, [LIMIT_VAR]-1):
    print('Degree should be in the range [3, [LIMIT_VAR]-1]",if_clause_2_s,3,single
"raise ValueError(""Corrupted token stream",raise ValueError('Corrupted token stream,""")",1644,'),956,6,raise ValueError('[ERROR_TEXT],raise_error_d,31,double
clear_grid('level_file.txt,"clear_grid(""level_file.txt",'),956,""")",1644,7,[FUNC_NAME]('[FILE_NAME],function_call_s,9,single
package = Project('Project B,"package = Project(""Project B",'),956,""")",1644,5,[OBJECT_VAR] = Project('[PROJECT_NAME],constructor_call_s,31,single
"  print(""Cost from hub.",  print('Cost from hub.,""")",1644,'),956,1,  print('[PRINT_TEXT],print_stmt_1_d,18,double
"workspace = Project(""Project F",workspace = Project('Project F,""")",1644,'),956,5,[OBJECT_VAR] = Project('[PROJECT_NAME],constructor_call_d,15,double
"for vertex in batch_data:
    for point in vertex:
        if(point == ()):
            print(""No point at the current iteration","for vertex in batch_data:
    for point in vertex:
        if(point == ()):
            print('No point at the current iteration",""")",1644,'),956,14,"for [OUTER_ITEM] in [OUTER_SET]:
    for [INNER_ITEM] in [OUTER_ITEM]:
        if([INNER_ITEM] == ()):
            print('No [INNER_ITEM] at the current iteration",nested_loop_d,12,double
"if D < 1 or D > 31 or H < 0 or H > 24 or M < 0 or M > 60:
    results.append('Invalid Input","if D < 1 or D > 31 or H < 0 or H > 24 or M < 0 or M > 60:
    results.append(""Invalid Input",'),956,""")",1644,9,"if D < 1 or D > 31 or H < 0 or H > 24 or M < 0 or M > 60:
    [RESULT_LIST].append('Invalid Input",append_call_s,0,single
"workspace = Project(""Project J",workspace = Project('Project J,""")",1644,'),956,5,[OBJECT_VAR] = Project('[PROJECT_NAME],constructor_call_d,19,double
              print('no more stuck steps,"              print(""no more stuck steps",'),956,""")",1644,12,              print('[STATUS_TEXT],print_stmt_4_s,20,single
"print(""Check Question 5.",print('Check Question 5.,""")",1644,'),956,3,print('[QUESTION_TEXT],print_stmt_3_d,34,double
"if has_deadlock:
    print(""There is no topological sort, the graph has a cycle","if has_deadlock:
    print('There is no topological sort, the graph has a cycle",""")",1644,'),956,0,"if [COND]:
    print('There is no topological sort, the graph has a cycle",if_clause_1_d,6,double
"project = Project(""Project A",project = Project('Project A,""")",1644,'),956,5,[OBJECT_VAR] = Project('[PROJECT_NAME],constructor_call_d,0,double
"if D < 1 or D > 31 or H < 0 or H > 24 or M < 0 or M > 60:
    items.append('Invalid Input","if D < 1 or D > 31 or H < 0 or H > 24 or M < 0 or M > 60:
    items.append(""Invalid Input",'),956,""")",1644,9,"if D < 1 or D > 31 or H < 0 or H > 24 or M < 0 or M > 60:
    [RESULT_LIST].append('Invalid Input",append_call_s,22,single
"raise ValueError(""Invalid config blob",raise ValueError('Invalid config blob,""")",1644,'),956,6,raise ValueError('[ERROR_TEXT],raise_error_d,7,double
"    event_label = datetime.datetime.now().strftime(""%Y%m%d_%H%M%S",    event_label = datetime.datetime.now().strftime('%Y%m%d_%H%M%S,""")",1644,'),956,4,    [TIME_VAR] = datetime.datetime.now().strftime('%Y%m%d_%H%M%S,strftime_call_d,14,double
print('Tracked Worker Usage.,"print(""Tracked Worker Usage.",'),956,""")",1644,2,print('[USAGE_TEXT],print_stmt_2_s,21,single
"def main():
    network = gt.tx_graph()
    network.read_data('task_data.csv","def main():
    network = gt.tx_graph()
    network.read_data(""task_data.csv",'),956,""")",1644,13,"def main():
    [GRAPH_VAR] = gt.tx_graph()
    [GRAPH_VAR].read_data('[GRAPH_FILE]",method_call_s,16,single
"def convert_to_set(interval):
    start, right = interval.split('-","def convert_to_set(interval):
    start, right = interval.split(""-",'),956,""")",1644,15,"def [FUNC_NAME]([ARG_VAR]):
    [LEFT_VAR], [RIGHT_VAR] = [ARG_VAR].split('-",string_split_s,33,single
"         if alt < lengths.get(vertex, float('inf","         if alt < lengths.get(vertex, float(""inf",'),956,""")",1644,10,"         if [ALT_VAR] < [DIST_VAR].get([NODE_VAR], float('inf",if_clause_3_s,14,single
"def main():
    graph = gt.tx_graph()
    graph.read_data('mesh_data.csv","def main():
    graph = gt.tx_graph()
    graph.read_data(""mesh_data.csv",'),956,""")",1644,13,"def main():
    [GRAPH_VAR] = gt.tx_graph()
    [GRAPH_VAR].read_data('[GRAPH_FILE]",method_call_s,3,single
clear_canvas('canvas_file.txt,"clear_canvas(""canvas_file.txt",'),956,""")",1644,7,[FUNC_NAME]('[FILE_NAME],function_call_s,27,single
"def convert_to_set(segment):
    lower, finish = segment.split('-","def convert_to_set(segment):
    lower, finish = segment.split(""-",'),956,""")",1644,15,"def [FUNC_NAME]([ARG_VAR]):
    [LEFT_VAR], [RIGHT_VAR] = [ARG_VAR].split('-",string_split_s,27,single
"if degree not in range(3, size-1):
    print('Degree should be in the range [3, size-1]","if degree not in range(3, size-1):
    print(""Degree should be in the range [3, size-1]",'),956,""")",1644,8,"if degree not in range(3, [LIMIT_VAR]-1):
    print('Degree should be in the range [3, [LIMIT_VAR]-1]",if_clause_2_s,1,single
"def main():
    network = gt.tx_graph()
    network.read_data(""bigger_data.csv","def main():
    network = gt.tx_graph()
    network.read_data('bigger_data.csv",""")",1644,'),956,13,"def main():
    [GRAPH_VAR] = gt.tx_graph()
    [GRAPH_VAR].read_data('[GRAPH_FILE]",method_call_d,10,double
"print(""Check Case 1.",print('Check Case 1.,""")",1644,'),956,3,print('[QUESTION_TEXT],print_stmt_3_d,35,double
"if D < 1 or D > 31 or H < 0 or H > 24 or M < 0 or M > 60:
    output.append('Invalid Input","if D < 1 or D > 31 or H < 0 or H > 24 or M < 0 or M > 60:
    output.append(""Invalid Input",'),956,""")",1644,9,"if D < 1 or D > 31 or H < 0 or H > 24 or M < 0 or M > 60:
    [RESULT_LIST].append('Invalid Input",append_call_s,1,single
"for vertex in vertex_data:
    for entry in vertex:
        if(entry == ()):
            print(""No entry at the current iteration","for vertex in vertex_data:
    for entry in vertex:
        if(entry == ()):
            print('No entry at the current iteration",""")",1644,'),956,14,"for [OUTER_ITEM] in [OUTER_SET]:
    for [INNER_ITEM] in [OUTER_ITEM]:
        if([INNER_ITEM] == ()):
            print('No [INNER_ITEM] at the current iteration",nested_loop_d,1,double
"if degree not in range(3, samples-1):
    print('Degree should be in the range [3, samples-1]","if degree not in range(3, samples-1):
    print(""Degree should be in the range [3, samples-1]",'),956,""")",1644,8,"if degree not in range(3, [LIMIT_VAR]-1):
    print('Degree should be in the range [3, [LIMIT_VAR]-1]",if_clause_2_s,39,single
"         if alt < score_map.get(neighbor, float('inf","         if alt < score_map.get(neighbor, float(""inf",'),956,""")",1644,10,"         if [ALT_VAR] < [DIST_VAR].get([NODE_VAR], float('inf",if_clause_3_s,38,single
"print(""Planned Parser Usage.",print('Planned Parser Usage.,""")",1644,'),956,2,print('[USAGE_TEXT],print_stmt_2_d,38,double
              print('no more waiting queries,"              print(""no more waiting queries",'),956,""")",1644,12,              print('[STATUS_TEXT],print_stmt_4_s,24,single
"for solution in plan_list:
    if len(solution) == 0:
        print(""invalid","for solution in plan_list:
    if len(solution) == 0:
        print('invalid",""")",1644,'),956,11,"for [ITEM_VAR] in [ITEM_SET]:
    if len([ITEM_VAR]) == 0:
        print('invalid",for_loop_d,6,double
"clear_canvas(""grid_file.txt",clear_canvas('grid_file.txt,""")",1644,'),956,7,[FUNC_NAME]('[FILE_NAME],function_call_d,21,double
"         if alt < score_map.get(v, float(""inf","         if alt < score_map.get(v, float('inf",""")",1644,'),956,10,"         if [ALT_VAR] < [DIST_VAR].get([NODE_VAR], float('inf",if_clause_3_d,35,double
"if degree not in range(3, width-1):
    print('Degree should be in the range [3, width-1]","if degree not in range(3, width-1):
    print(""Degree should be in the range [3, width-1]",'),956,""")",1644,8,"if degree not in range(3, [LIMIT_VAR]-1):
    print('Degree should be in the range [3, [LIMIT_VAR]-1]",if_clause_2_s,5,single
"if update_pending:
    print('There is no topological sort, the graph has a cycle","if update_pending:
    print(""There is no topological sort, the graph has a cycle",'),956,""")",1644,0,"if [COND]:
    print('There is no topological sort, the graph has a cycle",if_clause_1_s,36,single
clear_canvas('grid_file.txt,"clear_canvas(""grid_file.txt",'),956,""")",1644,7,[FUNC_NAME]('[FILE_NAME],function_call_s,21,single
"if degree not in range(3, stages-1):
    print('Degree should be in the range [3, stages-1]","if degree not in range(3, stages-1):
    print(""Degree should be in the range [3, stages-1]",'),956,""")",1644,8,"if degree not in range(3, [LIMIT_VAR]-1):
    print('Degree should be in the range [3, [LIMIT_VAR]-1]",if_clause_2_s,38,single
"def main():
    tree = gt.tx_graph()
    tree.read_data('tree_data.csv","def main():
    tree = gt.tx_graph()
    tree.read_data(""tree_data.csv",'),956,""")",1644,13,"def main():
    [GRAPH_VAR] = gt.tx_graph()
    [GRAPH_VAR].read_data('[GRAPH_FILE]",method_call_s,24,single
"for match in path_set:
    if len(match) == 0:
        print(""invalid","for match in path_set:
    if len(match) == 0:
        print('invalid",""")",1644,'),956,11,"for [ITEM_VAR] in [ITEM_SET]:
    if len([ITEM_VAR]) == 0:
        print('invalid",for_loop_d,38,double
    timestamp = datetime.datetime.now().strftime('%Y%m%d_%H%M%S,"    timestamp = datetime.datetime.now().strftime(""%Y%m%d_%H%M%S",'),956,""")",1644,4,    [TIME_VAR] = datetime.datetime.now().strftime('%Y%m%d_%H%M%S,strftime_call_s,0,single
"if cycle_found:
    print(""There is no topological sort, the graph has a cycle","if cycle_found:
    print('There is no topological sort, the graph has a cycle",""")",1644,'),956,0,"if [COND]:
    print('There is no topological sort, the graph has a cycle",if_clause_1_d,12,double
"    export_code = datetime.datetime.now().strftime(""%Y%m%d_%H%M%S",    export_code = datetime.datetime.now().strftime('%Y%m%d_%H%M%S,""")",1644,'),956,4,    [TIME_VAR] = datetime.datetime.now().strftime('%Y%m%d_%H%M%S,strftime_call_d,39,double
"clear_board(""grid_file.txt",clear_board('grid_file.txt,""")",1644,'),956,7,[FUNC_NAME]('[FILE_NAME],function_call_d,11,double
print('Balanced Device Usage.,"print(""Balanced Device Usage.",'),956,""")",1644,2,print('[USAGE_TEXT],print_stmt_2_s,17,single
    trace_label = datetime.datetime.now().strftime('%Y%m%d_%H%M%S,"    trace_label = datetime.datetime.now().strftime(""%Y%m%d_%H%M%S",'),956,""")",1644,4,    [TIME_VAR] = datetime.datetime.now().strftime('%Y%m%d_%H%M%S,strftime_call_s,17,single
"def convert_to_set(activity):
    lower, upper = activity.split(""-","def convert_to_set(activity):
    lower, upper = activity.split('-",""")",1644,'),956,15,"def [FUNC_NAME]([ARG_VAR]):
    [LEFT_VAR], [RIGHT_VAR] = [ARG_VAR].split('-",string_split_d,10,double
"print(""Output Question 1.",print('Output Question 1.,""")",1644,'),956,3,print('[QUESTION_TEXT],print_stmt_3_d,0,double
"raise ValueError(""Invalid packet header",raise ValueError('Invalid packet header,""")",1644,'),956,6,raise ValueError('[ERROR_TEXT],raise_error_d,5,double
"              print(""no more missing markers",              print('no more missing markers,""")",1644,'),956,12,              print('[STATUS_TEXT],print_stmt_4_d,36,double
"raise ValueError(""Broken input payload",raise ValueError('Broken input payload,""")",1644,'),956,6,raise ValueError('[ERROR_TEXT],raise_error_d,22,double
"clear_layout(""mine_file.txt",clear_layout('mine_file.txt,""")",1644,'),956,7,[FUNC_NAME]('[FILE_NAME],function_call_d,30,double
"workspace = Project(""Project I",workspace = Project('Project I,""")",1644,'),956,5,[OBJECT_VAR] = Project('[PROJECT_NAME],constructor_call_d,18,double
"              print(""no more dangling links",              print('no more dangling links,""")",1644,'),956,12,              print('[STATUS_TEXT],print_stmt_4_d,14,double
    trace_code = datetime.datetime.now().strftime('%Y%m%d_%H%M%S,"    trace_code = datetime.datetime.now().strftime(""%Y%m%d_%H%M%S",'),956,""")",1644,4,    [TIME_VAR] = datetime.datetime.now().strftime('%Y%m%d_%H%M%S,strftime_call_s,37,single
"         if alt < min_cost.get(node, float(""inf","         if alt < min_cost.get(node, float('inf",""")",1644,'),956,10,"         if [ALT_VAR] < [DIST_VAR].get([NODE_VAR], float('inf",if_clause_3_d,21,double
print('Optimized Worker Usage.,"print(""Optimized Worker Usage.",'),956,""")",1644,2,print('[USAGE_TEXT],print_stmt_2_s,1,single
"         if alt < min_cost.get(vertex, float(""inf","         if alt < min_cost.get(vertex, float('inf",""")",1644,'),956,10,"         if [ALT_VAR] < [DIST_VAR].get([NODE_VAR], float('inf",if_clause_3_d,24,double
"def main():
    mesh = gt.tx_graph()
    mesh.read_data(""state_data.csv","def main():
    mesh = gt.tx_graph()
    mesh.read_data('state_data.csv",""")",1644,'),956,13,"def main():
    [GRAPH_VAR] = gt.tx_graph()
    [GRAPH_VAR].read_data('[GRAPH_FILE]",method_call_d,37,double
"  print(""Path from root.",  print('Path from root.,""")",1644,'),956,1,  print('[PRINT_TEXT],print_stmt_1_d,23,double
package = Project('Project F,"package = Project(""Project F",'),956,""")",1644,5,[OBJECT_VAR] = Project('[PROJECT_NAME],constructor_call_s,35,single
"  print(""Cost from origin.",  print('Cost from origin.,""")",1644,'),956,1,  print('[PRINT_TEXT],print_stmt_1_d,14,double
clear_board('grid_file.txt,"clear_board(""grid_file.txt",'),956,""")",1644,7,[FUNC_NAME]('[FILE_NAME],function_call_s,11,single
workspace = Project('Project B,"workspace = Project(""Project B",'),956,""")",1644,5,[OBJECT_VAR] = Project('[PROJECT_NAME],constructor_call_s,11,single
print('Result Case 3.,"print(""Result Case 3.",'),956,""")",1644,3,print('[QUESTION_TEXT],print_stmt_3_s,17,single
clear_board('buffer_file.txt,"clear_board(""buffer_file.txt",'),956,""")",1644,7,[FUNC_NAME]('[FILE_NAME],function_call_s,16,single
