clean,corrupted,colon_newline,template_idx,template_text,template_label,variant_idx,branch_style
"if isl_constraint.is_equality():
    return constraint_sum == -limits['1']
elif","if isl_constraint.is_equality():
    return constraint_sum == -limits['1']
else",0,6,"if [CONSTRAINT_VAR].is_equality():
    return [Z3_VAR] == -[COEFF_VAR]['1']
else",equality_case_elif,31,elif
"if root_id not in family_stats:
    family_stats[root_id] = (zone, member_count)
else","if root_id not in family_stats:
    family_stats[root_id] = (zone, member_count)
elif",1,7,"if [ROOT_VAR] not in [STATS_VAR]:
    [STATS_VAR][[ROOT_VAR]] = ([AREA_VAR], [COUNT_VAR])
else",stats_update_else,9,else
"if strategy == 'bfs':
    return bfs(start, seen, is_goal, neighbors)
elif strategy == 'dfs':
    return dfs(start, seen, is_goal, neighbors)
else","if strategy == 'bfs':
    return bfs(start, seen, is_goal, neighbors)
elif strategy == 'dfs':
    return dfs(start, seen, is_goal, neighbors)
elif",1,5,"if [STRATEGY_VAR] == 'bfs':
    return bfs([START_VAR], [VISITED_VAR], [GOAL_VAR], [NEXT_VAR])
elif [STRATEGY_VAR] == 'dfs':
    return dfs([START_VAR], [VISITED_VAR], [GOAL_VAR], [NEXT_VAR])
else",strategy_branch_else,31,else
"if eval(problem) == target:
    print(""passed"")
elif","if eval(problem) == target:
    print(""passed"")
else",0,1,"if eval([PROBLEM_VAR]) == [ANSWER_VAR]:
    print([SUCCESS_MSG])
else",answer_check_elif,18,elif
"if strategy == 'bfs':
    return bfs(start, visited, hit_goal, successors)
elif strategy == 'dfs':
    return dfs(start, visited, hit_goal, successors)
elif","if strategy == 'bfs':
    return bfs(start, visited, hit_goal, successors)
elif strategy == 'dfs':
    return dfs(start, visited, hit_goal, successors)
else",0,5,"if [STRATEGY_VAR] == 'bfs':
    return bfs([START_VAR], [VISITED_VAR], [GOAL_VAR], [NEXT_VAR])
elif [STRATEGY_VAR] == 'dfs':
    return dfs([START_VAR], [VISITED_VAR], [GOAL_VAR], [NEXT_VAR])
else",strategy_branch_elif,15,elif
"if random.random() < 0.5:
    constraint_list.append(f""ML,{other},{entry}"")
elif","if random.random() < 0.5:
    constraint_list.append(f""ML,{other},{entry}"")
else",0,14,"if random.random() < 0.5:
    [OUT_VAR].append(f""ML,{[PEER_VAR]},{[ELEMENT_VAR]}"")
else",random_split_elif,12,elif
"if character in string:
    left, right = string.split(character, 1)
else","if character in string:
    left, right = string.split(character, 1)
elif",1,9,"if [CHAR_VAR] in [STRING_VAR]:
    [LEFT_VAR], [RIGHT_VAR] = [STRING_VAR].split([CHAR_VAR], 1)
else",string_align_else,0,else
"if strategy == 'bfs':
    return bfs(start, visited, hit_goal, steps)
elif strategy == 'dfs':
    return dfs(start, visited, hit_goal, steps)
elif","if strategy == 'bfs':
    return bfs(start, visited, hit_goal, steps)
elif strategy == 'dfs':
    return dfs(start, visited, hit_goal, steps)
else",0,5,"if [STRATEGY_VAR] == 'bfs':
    return bfs([START_VAR], [VISITED_VAR], [GOAL_VAR], [NEXT_VAR])
elif [STRATEGY_VAR] == 'dfs':
    return dfs([START_VAR], [VISITED_VAR], [GOAL_VAR], [NEXT_VAR])
else",strategy_branch_elif,19,elif
"if isinstance(left, (list, tuple)):
    if isinstance(target_obj, (list, tuple)):
        compare_objects(left[0], target_obj[0], title, cursor)
    else","if isinstance(left, (list, tuple)):
    if isinstance(target_obj, (list, tuple)):
        compare_objects(left[0], target_obj[0], title, cursor)
    elif",1,12,"if isinstance([LEFT_VAR], (list, tuple)):
    if isinstance([RIGHT_VAR], (list, tuple)):
        compare_objects([LEFT_VAR][0], [RIGHT_VAR][0], [NAME_VAR], [PATH_VAR])
    else",compare_objects_else,20,else
"if program_dir == 0:
    program_dir = neg_dir
elif program_dir == 1:
    program_dir = next_dir
elif","if program_dir == 0:
    program_dir = neg_dir
elif program_dir == 1:
    program_dir = next_dir
else",0,3,"if [DIR_VAR] == 0:
    [DIR_VAR] = [NEG_VAR]
elif [DIR_VAR] == 1:
    [DIR_VAR] = [POS_VAR]
else",program_dir_chain_elif,34,elif
"if result:
    slot = result
    return result
elif","if result:
    slot = result
    return result
else",0,0,"if [RESULT_VAR]:
    [CACHE_VAR] = [RESULT_VAR]
    return [RESULT_VAR]
else",return_result_elif,6,elif
"if strategy == 'bfs':
    return bfs(start, visited, goal_test, successors)
elif strategy == 'dfs':
    return dfs(start, visited, goal_test, successors)
elif","if strategy == 'bfs':
    return bfs(start, visited, goal_test, successors)
elif strategy == 'dfs':
    return dfs(start, visited, goal_test, successors)
else",0,5,"if [STRATEGY_VAR] == 'bfs':
    return bfs([START_VAR], [VISITED_VAR], [GOAL_VAR], [NEXT_VAR])
elif [STRATEGY_VAR] == 'dfs':
    return dfs([START_VAR], [VISITED_VAR], [GOAL_VAR], [NEXT_VAR])
else",strategy_branch_elif,0,elif
"if character in string:
    prefix, remain = string.split(character, 1)
else","if character in string:
    prefix, remain = string.split(character, 1)
elif",1,9,"if [CHAR_VAR] in [STRING_VAR]:
    [LEFT_VAR], [RIGHT_VAR] = [STRING_VAR].split([CHAR_VAR], 1)
else",string_align_else,22,else
"if isl_constraint.is_equality():
    return z3_constraint == -limits['1']
elif","if isl_constraint.is_equality():
    return z3_constraint == -limits['1']
else",0,6,"if [CONSTRAINT_VAR].is_equality():
    return [Z3_VAR] == -[COEFF_VAR]['1']
else",equality_case_elif,7,elif
"if time > last_seen:
    entry_time = last_seen + 1
elif","if time > last_seen:
    entry_time = last_seen + 1
else",0,4,"if [TIME_VAR] > [LAST_VAR]:
    [START_VAR] = [LAST_VAR] + 1
else",schedule_branch_elif,14,elif
"if label_counts[sample.topic] >= target_size:
    spill_nodes.append(sample)
else","if label_counts[sample.topic] >= target_size:
    spill_nodes.append(sample)
elif",1,2,"if [COUNT_MAP][[NODE_VAR].topic] >= [TARGET_VAR]:
    [REDIST_LIST].append([NODE_VAR])
else",append_guard_else,21,else
"if arr[y][col_idx] == dead_cell:
    arr[y][col_idx] = 1
else","if arr[y][col_idx] == dead_cell:
    arr[y][col_idx] = 1
elif",1,13,"if [BOARD_VAR][[ROW_VAR]][[COL_VAR]] == [OFF_VAR]:
    [BOARD_VAR][[ROW_VAR]][[COL_VAR]] = 1
else",cell_toggle_else,16,else
"if end is None:
    finish = (rows-1, grid_cols-1)
else","if end is None:
    finish = (rows-1, grid_cols-1)
elif",1,15,"if [END_VAR] is None:
    [GOAL_VAR] = ([ROWS_VAR]-1, [COLS_VAR]-1)
else",none_default_else,33,else
"if data[index] < value:
    best_idx = index
    scan_low = index + 1
else","if data[index] < value:
    best_idx = index
    scan_low = index + 1
elif",1,10,"if [DATA_VAR][[INDEX_VAR]] < [VALUE_VAR]:
    [RESULT_VAR] = [INDEX_VAR]
    [LOW_VAR] = [INDEX_VAR] + 1
else",binary_search_else,14,else
"if arr[y][x] == off_cell:
    arr[y][x] = 1
else","if arr[y][x] == off_cell:
    arr[y][x] = 1
elif",1,13,"if [BOARD_VAR][[ROW_VAR]][[COL_VAR]] == [OFF_VAR]:
    [BOARD_VAR][[ROW_VAR]][[COL_VAR]] = 1
else",cell_toggle_else,3,else
"if root_id not in family_stats:
    family_stats[root_id] = (size, sample_count)
else","if root_id not in family_stats:
    family_stats[root_id] = (size, sample_count)
elif",1,7,"if [ROOT_VAR] not in [STATS_VAR]:
    [STATS_VAR][[ROOT_VAR]] = ([AREA_VAR], [COUNT_VAR])
else",stats_update_else,27,else
"if end is None:
    finish = (self.num_rows-1, col_count-1)
else","if end is None:
    finish = (self.num_rows-1, col_count-1)
elif",1,15,"if [END_VAR] is None:
    [GOAL_VAR] = ([ROWS_VAR]-1, [COLS_VAR]-1)
else",none_default_else,27,else
"if (nums <= 15):
    return solver(count, total)
else","if (nums <= 15):
    return solver(count, total)
elif",1,8,"if ([NUM_VAR] <= [LIMIT]):
    return [FUNC_CALL]
else",inline_threshold_else,1,else
"if arr[y][c] == self.C[0]:
    arr[y][c] = 1
elif","if arr[y][c] == self.C[0]:
    arr[y][c] = 1
else",0,13,"if [BOARD_VAR][[ROW_VAR]][[COL_VAR]] == [OFF_VAR]:
    [BOARD_VAR][[ROW_VAR]][[COL_VAR]] = 1
else",cell_toggle_elif,10,elif
"if program_dir == 0:
    program_dir = neg_dir
elif program_dir == 1:
    program_dir = lead_dir
elif","if program_dir == 0:
    program_dir = neg_dir
elif program_dir == 1:
    program_dir = lead_dir
else",0,3,"if [DIR_VAR] == 0:
    [DIR_VAR] = [NEG_VAR]
elif [DIR_VAR] == 1:
    [DIR_VAR] = [POS_VAR]
else",program_dir_chain_elif,35,elif
"if character in string:
    left, rhs = string.split(character, 1)
else","if character in string:
    left, rhs = string.split(character, 1)
elif",1,9,"if [CHAR_VAR] in [STRING_VAR]:
    [LEFT_VAR], [RIGHT_VAR] = [STRING_VAR].split([CHAR_VAR], 1)
else",string_align_else,1,else
"if random.random() < 0.5:
    constraint_list.append(f""ML,{peer},{item}"")
elif","if random.random() < 0.5:
    constraint_list.append(f""ML,{peer},{item}"")
else",0,14,"if random.random() < 0.5:
    [OUT_VAR].append(f""ML,{[PEER_VAR]},{[ELEMENT_VAR]}"")
else",random_split_elif,1,elif
"if (count <= 24):
    return rank_nodes(value, total)
else","if (count <= 24):
    return rank_nodes(value, total)
elif",1,8,"if ([NUM_VAR] <= [LIMIT]):
    return [FUNC_CALL]
else",inline_threshold_else,39,else
"if data[index] < value:
    stop_idx = index
    scan_low = index + 1
else","if data[index] < value:
    stop_idx = index
    scan_low = index + 1
elif",1,10,"if [DATA_VAR][[INDEX_VAR]] < [VALUE_VAR]:
    [RESULT_VAR] = [INDEX_VAR]
    [LOW_VAR] = [INDEX_VAR] + 1
else",binary_search_else,38,else
"if label_counts[value.topic] >= target_size:
    extra_nodes.append(value)
elif","if label_counts[value.topic] >= target_size:
    extra_nodes.append(value)
else",0,2,"if [COUNT_MAP][[NODE_VAR].topic] >= [TARGET_VAR]:
    [REDIST_LIST].append([NODE_VAR])
else",append_guard_elif,38,elif
"if isinstance(left, (list, tuple)):
    if isinstance(target_obj, (list, tuple)):
        compare_objects(left[0], target_obj[0], tag, path)
    else","if isinstance(left, (list, tuple)):
    if isinstance(target_obj, (list, tuple)):
        compare_objects(left[0], target_obj[0], tag, path)
    elif",1,12,"if isinstance([LEFT_VAR], (list, tuple)):
    if isinstance([RIGHT_VAR], (list, tuple)):
        compare_objects([LEFT_VAR][0], [RIGHT_VAR][0], [NAME_VAR], [PATH_VAR])
    else",compare_objects_else,24,else
"if room_num:
    set_parameter(board_instance, param_key, board_name + ' - ' + room_num)
elif","if room_num:
    set_parameter(board_instance, param_key, board_name + ' - ' + room_num)
else",0,11,"if [ROOM_VAR]:
    set_parameter([BOARD_VAR], [PARAM_VAR], [ROOM_NAME] + ' - ' + [ROOM_VAR])
else",truthy_call_elif,6,elif
"if root_id not in family_stats:
    family_stats[root_id] = (span, row_count)
elif","if root_id not in family_stats:
    family_stats[root_id] = (span, row_count)
else",0,7,"if [ROOT_VAR] not in [STATS_VAR]:
    [STATS_VAR][[ROOT_VAR]] = ([AREA_VAR], [COUNT_VAR])
else",stats_update_elif,21,elif
"if data[index] < value:
    stop_idx = index
    begin = index + 1
elif","if data[index] < value:
    stop_idx = index
    begin = index + 1
else",0,10,"if [DATA_VAR][[INDEX_VAR]] < [VALUE_VAR]:
    [RESULT_VAR] = [INDEX_VAR]
    [LOW_VAR] = [INDEX_VAR] + 1
else",binary_search_elif,35,elif
"if (nums <= 20):
    return gianlyung(nums, value)
else","if (nums <= 20):
    return gianlyung(nums, value)
elif",1,8,"if ([NUM_VAR] <= [LIMIT]):
    return [FUNC_CALL]
else",inline_threshold_else,5,else
"if match:
    entry = match
    return match
else","if match:
    entry = match
    return match
elif",1,0,"if [RESULT_VAR]:
    [CACHE_VAR] = [RESULT_VAR]
    return [RESULT_VAR]
else",return_result_else,36,else
"if root_id not in family_stats:
    family_stats[root_id] = (span, row_count)
else","if root_id not in family_stats:
    family_stats[root_id] = (span, row_count)
elif",1,7,"if [ROOT_VAR] not in [STATS_VAR]:
    [STATS_VAR][[ROOT_VAR]] = ([AREA_VAR], [COUNT_VAR])
else",stats_update_else,21,else
"if (count <= 24):
    return walk_path(size, count)
else","if (count <= 24):
    return walk_path(size, count)
elif",1,8,"if ([NUM_VAR] <= [LIMIT]):
    return [FUNC_CALL]
else",inline_threshold_else,38,else
"if arr[y][ix] == base_cell:
    arr[y][ix] = 1
else","if arr[y][ix] == base_cell:
    arr[y][ix] = 1
elif",1,13,"if [BOARD_VAR][[ROW_VAR]][[COL_VAR]] == [OFF_VAR]:
    [BOARD_VAR][[ROW_VAR]][[COL_VAR]] = 1
else",cell_toggle_else,24,else
"if room_num:
    set_parameter(board_instance, slot_param, board_name + ' - ' + room_num)
elif","if room_num:
    set_parameter(board_instance, slot_param, board_name + ' - ' + room_num)
else",0,11,"if [ROOM_VAR]:
    set_parameter([BOARD_VAR], [PARAM_VAR], [ROOM_NAME] + ' - ' + [ROOM_VAR])
else",truthy_call_elif,38,elif
"if time > last_train_time:
    start_time = last_train_time + 1
else","if time > last_train_time:
    start_time = last_train_time + 1
elif",1,4,"if [TIME_VAR] > [LAST_VAR]:
    [START_VAR] = [LAST_VAR] + 1
else",schedule_branch_else,0,else
"if value:
    entry = value
    return value
elif","if value:
    entry = value
    return value
else",0,0,"if [RESULT_VAR]:
    [CACHE_VAR] = [RESULT_VAR]
    return [RESULT_VAR]
else",return_result_elif,12,elif
"if time > stored_time:
    resume_time = stored_time + 1
elif","if time > stored_time:
    resume_time = stored_time + 1
else",0,4,"if [TIME_VAR] > [LAST_VAR]:
    [START_VAR] = [LAST_VAR] + 1
else",schedule_branch_elif,39,elif
"if root_id not in family_stats:
    family_stats[root_id] = (zone, sample_count)
elif","if root_id not in family_stats:
    family_stats[root_id] = (zone, sample_count)
else",0,7,"if [ROOT_VAR] not in [STATS_VAR]:
    [STATS_VAR][[ROOT_VAR]] = ([AREA_VAR], [COUNT_VAR])
else",stats_update_elif,11,elif
"if label_counts[item.topic] >= target_size:
    spill_nodes.append(item)
else","if label_counts[item.topic] >= target_size:
    spill_nodes.append(item)
elif",1,2,"if [COUNT_MAP][[NODE_VAR].topic] >= [TARGET_VAR]:
    [REDIST_LIST].append([NODE_VAR])
else",append_guard_else,17,else
"if time > prev_time:
    begin_at = prev_time + 1
else","if time > prev_time:
    begin_at = prev_time + 1
elif",1,4,"if [TIME_VAR] > [LAST_VAR]:
    [START_VAR] = [LAST_VAR] + 1
else",schedule_branch_else,17,else
"if end is None:
    goal = (row_count-1, self.num_cols-1)
elif","if end is None:
    goal = (row_count-1, self.num_cols-1)
else",0,15,"if [END_VAR] is None:
    [GOAL_VAR] = ([ROWS_VAR]-1, [COLS_VAR]-1)
else",none_default_elif,10,elif
"if program_dir == 0:
    program_dir = reverse_step
elif program_dir == 1:
    program_dir = forward_step
elif","if program_dir == 0:
    program_dir = reverse_step
elif program_dir == 1:
    program_dir = forward_step
else",0,3,"if [DIR_VAR] == 0:
    [DIR_VAR] = [NEG_VAR]
elif [DIR_VAR] == 1:
    [DIR_VAR] = [POS_VAR]
else",program_dir_chain_elif,0,elif
"if isl_constraint.is_equality():
    return z3_constraint == -coefs['1']
elif","if isl_constraint.is_equality():
    return z3_constraint == -coefs['1']
else",0,6,"if [CONSTRAINT_VAR].is_equality():
    return [Z3_VAR] == -[COEFF_VAR]['1']
else",equality_case_elif,5,elif
"if isinstance(left, (list, tuple)):
    if isinstance(target_obj, (list, tuple)):
        compare_objects(left[0], target_obj[0], key, cursor)
    elif","if isinstance(left, (list, tuple)):
    if isinstance(target_obj, (list, tuple)):
        compare_objects(left[0], target_obj[0], key, cursor)
    else",0,12,"if isinstance([LEFT_VAR], (list, tuple)):
    if isinstance([RIGHT_VAR], (list, tuple)):
        compare_objects([LEFT_VAR][0], [RIGHT_VAR][0], [NAME_VAR], [PATH_VAR])
    else",compare_objects_elif,36,elif
"if isl_constraint.is_equality():
    return solver_expr == -sizes['1']
elif","if isl_constraint.is_equality():
    return solver_expr == -sizes['1']
else",0,6,"if [CONSTRAINT_VAR].is_equality():
    return [Z3_VAR] == -[COEFF_VAR]['1']
else",equality_case_elif,22,elif
"if root_id not in family_stats:
    family_stats[root_id] = (size, hit_count)
elif","if root_id not in family_stats:
    family_stats[root_id] = (size, hit_count)
else",0,7,"if [ROOT_VAR] not in [STATS_VAR]:
    [STATS_VAR][[ROOT_VAR]] = ([AREA_VAR], [COUNT_VAR])
else",stats_update_elif,30,elif
"if strategy == 'bfs':
    return bfs(start, visited, hit_goal, outgoing)
elif strategy == 'dfs':
    return dfs(start, visited, hit_goal, outgoing)
elif","if strategy == 'bfs':
    return bfs(start, visited, hit_goal, outgoing)
elif strategy == 'dfs':
    return dfs(start, visited, hit_goal, outgoing)
else",0,5,"if [STRATEGY_VAR] == 'bfs':
    return bfs([START_VAR], [VISITED_VAR], [GOAL_VAR], [NEXT_VAR])
elif [STRATEGY_VAR] == 'dfs':
    return dfs([START_VAR], [VISITED_VAR], [GOAL_VAR], [NEXT_VAR])
else",strategy_branch_elif,18,elif
"if isinstance(left, (list, tuple)):
    if isinstance(target_obj, (list, tuple)):
        compare_objects(left[0], target_obj[0], label, link)
    elif","if isinstance(left, (list, tuple)):
    if isinstance(target_obj, (list, tuple)):
        compare_objects(left[0], target_obj[0], label, link)
    else",0,12,"if isinstance([LEFT_VAR], (list, tuple)):
    if isinstance([RIGHT_VAR], (list, tuple)):
        compare_objects([LEFT_VAR][0], [RIGHT_VAR][0], [NAME_VAR], [PATH_VAR])
    else",compare_objects_elif,14,elif
"if time > stored_time:
    queue_time = stored_time + 1
else","if time > stored_time:
    queue_time = stored_time + 1
elif",1,4,"if [TIME_VAR] > [LAST_VAR]:
    [START_VAR] = [LAST_VAR] + 1
else",schedule_branch_else,37,else
"if data[index] < value:
    last_idx = index
    floor_idx = index + 1
elif","if data[index] < value:
    last_idx = index
    floor_idx = index + 1
else",0,10,"if [DATA_VAR][[INDEX_VAR]] < [VALUE_VAR]:
    [RESULT_VAR] = [INDEX_VAR]
    [LOW_VAR] = [INDEX_VAR] + 1
else",binary_search_elif,21,elif
"if label_counts[item.topic] >= target_size:
    redistribute_nodes.append(item)
else","if label_counts[item.topic] >= target_size:
    redistribute_nodes.append(item)
elif",1,2,"if [COUNT_MAP][[NODE_VAR].topic] >= [TARGET_VAR]:
    [REDIST_LIST].append([NODE_VAR])
else",append_guard_else,1,else
"if data[index] < value:
    match_idx = index
    low = index + 1
elif","if data[index] < value:
    match_idx = index
    low = index + 1
else",0,10,"if [DATA_VAR][[INDEX_VAR]] < [VALUE_VAR]:
    [RESULT_VAR] = [INDEX_VAR]
    [LOW_VAR] = [INDEX_VAR] + 1
else",binary_search_elif,24,elif
"if arr[y][w] == blank_cell:
    arr[y][w] = 1
elif","if arr[y][w] == blank_cell:
    arr[y][w] = 1
else",0,13,"if [BOARD_VAR][[ROW_VAR]][[COL_VAR]] == [OFF_VAR]:
    [BOARD_VAR][[ROW_VAR]][[COL_VAR]] = 1
else",cell_toggle_elif,37,elif
